team,inning,half,outs,batter,action,first,second,third,runs_scored,home_score,visitor_score
Cal-Poly,11,bottom,2,Cano,grounded out,0,0,0,0,1,1
Cal-Poly,11,bottom,3,Gurnik,struck out looking,0,0,0,0,1,1
Columbia,12,top,0,Gurnik,pitch,1,0,0,0,1,1
Columbia,12,top,0,Greene,walked,1,0,0,0,1,1
Columbia,12,top,1,Beesley,flied out,1,0,0,0,1,1
Columbia,12,top,2,DiFillipo,grounded out,1,0,0,0,1,1
Columbia,12,top,2,Mowrey,walked,1,0,0,0,1,1
Columbia,12,top,3,Porter,reached on a fielder's choice,1,0,0,0,1,1
Cal-Poly,12,bottom,1,Bury,grounded out,0,0,0,0,1,1
Cal-Poly,12,bottom,1,Samuelson,singled,1,0,0,0,1,1
Cal-Poly,12,bottom,2,Cabrera,grounded out,0,1,0,0,1,1
Cal-Poly,12,bottom,2,Wagenseller,reached on a throwing error by 2b,0,0,1,0,1,1
Cal-Poly,12,bottom,2,DiCarlo,reached on a fielder's choice,0,1,0,1,2,1
Columbia,1,top,1,Bury,flied out,0,0,0,0,0,0
Columbia,1,top,2,Cerfolio,grounded out,0,0,0,0,0,0
Columbia,1,top,2,Engel,reached on a throwing error by ss,0,0,0,0,0,0
Columbia,1,top,2,McGill,homered,0,0,0,2,0,2
Columbia,1,top,3,Nicoloff,fouled out,0,0,0,0,0,2
Cal-Poly,1,bottom,1,Gurnik,grounded out,0,0,0,0,0,2
Cal-Poly,1,bottom,1,Greene,singled,1,0,0,0,0,2
Cal-Poly,1,bottom,2,Beesley,flied out,1,0,0,0,0,2
Cal-Poly,1,bottom,3,Samuelson,flied out,1,0,0,0,0,2
Columbia,2,top,0,Chernow,reached on a throwing error by 1b,0,0,0,0,0,2
Columbia,2,top,1,Porter,flied out,0,0,0,0,0,2
Columbia,2,top,2,Chernow,out at second c,0,0,0,0,0,2
Columbia,2,top,2,DiFillipo,walked,1,0,0,0,0,2
Columbia,2,top,3,Mowrey,grounded out,1,0,0,0,0,2
Cal-Poly,2,bottom,1,Cabrera,flied out,0,0,0,0,0,2
Cal-Poly,2,bottom,2,Mackay,grounded out,0,0,0,0,0,2
Cal-Poly,2,bottom,2,DiCarlo,singled,1,0,0,0,0,2
Cal-Poly,2,bottom,3,Emmerson,reached on a fielder's choice,1,0,0,0,0,2
Columbia,3,top,0,Bury,singled,1,0,0,0,0,2
Columbia,3,top,0,Bury,advanced on wild pitch,0,0,0,0,0,2
Columbia,3,top,0,Cerfolio,walked,1,0,0,0,0,2
Columbia,3,top,1,Engel,grounded out,0,1,1,0,0,2
Columbia,3,top,1,McGill,intentionally walked.,1,1,1,0,0,2
Columbia,3,top,1,Nicoloff,infield fly,1,1,1,0,0,2
Columbia,3,top,2,Chernow,flied out,1,1,1,0,0,2
Columbia,3,top,3,Cano,struck out swinging,1,1,1,0,0,2
Cal-Poly,3,bottom,1,Gurnik,grounded out,0,0,0,0,0,2
Cal-Poly,3,bottom,2,Greene,grounded out,0,0,0,0,0,2
Cal-Poly,3,bottom,2,Porter,singled,1,0,0,0,0,2
Cal-Poly,3,bottom,3,Porter,out at second c,1,0,0,0,0,2
Columbia,4,top,1,DiFillipo,grounded out,0,0,0,0,0,2
Columbia,4,top,2,Mowrey,lined out,0,0,0,0,0,2
Columbia,4,top,2,Beesley,doubled,0,1,0,0,0,2
Columbia,4,top,2,Samuelson,homered,0,1,0,2,0,4
Columbia,4,top,3,Cabrera,grounded out,0,1,0,0,0,4
Cal-Poly,4,bottom,0,Mackay,doubled,0,1,0,0,0,4
Cal-Poly,4,bottom,1,DiCarlo,flied out,0,1,0,0,0,4
Cal-Poly,4,bottom,2,Emmerson,grounded out,0,1,0,0,0,4
Cal-Poly,4,bottom,3,Bury,out at first 2b,0,1,0,0,0,4
Columbia,5,top,1,Cerfolio,grounded out,0,0,0,0,0,4
Columbia,5,top,1,Engel,doubled,0,1,0,0,0,4
Columbia,5,top,2,McGill,out at first p,0,1,0,0,0,4
Columbia,5,top,2,Cano,singled,1,1,0,0,0,4
Columbia,5,top,2,Gurnik,singled,1,1,0,0,0,4
Columbia,5,top,3,Greene,grounded out,0,1,1,0,0,4
Cal-Poly,5,bottom,0,Beesley,intentionally walked.,1,0,0,0,0,4
Cal-Poly,5,bottom,1,Samuelson,grounded out,0,1,1,1,1,4
Cal-Poly,5,bottom,2,Cabrera,flied out,0,1,1,0,1,4
Cal-Poly,5,bottom,2,Nicoloff,doubled,0,1,1,0,1,4
Cal-Poly,5,bottom,3,Chernow,grounded out,0,0,1,0,1,4
Columbia,6,top,1,Porter,struck out swinging,0,0,0,0,1,4
Columbia,6,top,2,DiFillipo,grounded out,0,0,0,0,1,4
Columbia,6,top,3,Mackay,struck out swinging,0,0,0,0,1,4
Cal-Poly,6,bottom,1,DiCarlo,flied out,0,0,0,0,1,4
Cal-Poly,6,bottom,1,Emmerson,walked,1,0,0,0,1,4
Cal-Poly,6,bottom,1,Cano,singled,1,1,0,0,1,4
Cal-Poly,6,bottom,1,Gurnik,singled,1,0,1,1,2,4
Cal-Poly,6,bottom,2,Gurnik,out at first c,1,0,1,0,2,4
Cal-Poly,6,bottom,3,Mowrey,flied out,1,0,1,0,2,4
Columbia,7,top,1,Bury,fouled out,0,0,0,0,2,4
Columbia,7,top,2,Cerfolio,flied out,0,0,0,0,2,4
Columbia,7,top,3,Greene,struck out swinging,0,0,0,0,2,4
Cal-Poly,7,bottom,1,Beesley,lined out,0,0,0,0,2,4
Cal-Poly,7,bottom,2,Samuelson,grounded out,0,0,0,0,2,4
Cal-Poly,7,bottom,3,Engel,flied out,0,0,0,0,2,4
Columbia,8,top,1,McGill,grounded out,0,0,0,0,2,4
Columbia,8,top,2,Nicoloff,flied out,0,0,0,0,2,4
Columbia,8,top,2,Cabrera,doubled,0,1,0,0,2,4
Columbia,8,top,3,Mackay,lined out,0,0,1,0,2,4
Cal-Poly,8,bottom,0,Cabrera,scored on a wild pitch.,0,0,0,1,3,4
Cal-Poly,8,bottom,0,DiCarlo,walked,1,0,0,0,3,4
Cal-Poly,8,bottom,0,DiCarlo,stole,1,1,0,0,3,4
Cal-Poly,8,bottom,1,Emmerson,grounded out,0,0,1,0,3,4
Cal-Poly,8,bottom,2,Cano,grounded out,0,0,1,0,3,4
Cal-Poly,8,bottom,2,Chernow,singled,1,0,1,0,3,4
Cal-Poly,8,bottom,2,Porter,walked,1,1,0,0,3,4
Cal-Poly,8,bottom,3,DiFillipo,grounded out,0,1,1,0,3,4
Columbia,9,top,1,Phelps,struck out looking,0,0,0,0,3,4
Columbia,9,top,1,Bury,reached on a fielding error by 2b,0,0,1,1,3,5
Columbia,9,top,1,Cerfolio,singled,1,1,0,1,3,6
Columbia,9,top,1,Engel,reached on a fielding error by 3b,0,1,1,0,3,6
Columbia,9,top,2,McGill,flied out,0,1,1,0,3,6
Cal-Poly,1,top,0,Gurnik,singled,1,0,0,0,0,0
Cal-Poly,1,top,0,Gurnik,advanced on wild pitch,0,0,0,0,0,0
Cal-Poly,1,top,0,Greene,singled,1,0,1,0,0,0
Cal-Poly,1,top,0,Beesley,singled,1,1,0,1,0,1
Cal-Poly,1,top,1,Samuelson,flied out,0,0,1,0,0,1
Cal-Poly,1,top,1,Cabrera,singled,1,1,0,1,0,2
Cal-Poly,1,top,3,Mackay,grounded into double play 2b,1,1,0,0,0,2
Pepperdine,1,bottom,1,Young,struck out looking,0,0,0,0,0,2
Pepperdine,1,bottom,1,McAfee,singled,1,0,0,0,0,2
Pepperdine,1,bottom,1,Kanfer,walked,1,1,0,0,0,2
Pepperdine,1,bottom,2,Cook,struck out looking,1,1,0,0,0,2
Pepperdine,1,bottom,3,Welch,fouled out,1,1,0,0,0,2
Cal-Poly,2,top,1,DiCarlo,struck out looking,0,0,0,0,0,2
Cal-Poly,2,top,1,Taylor,singled,1,0,0,0,0,2
Cal-Poly,2,top,1,Cano,singled,1,1,0,0,0,2
Cal-Poly,2,top,2,Gurnik,struck out swinging,1,1,0,0,0,2
Cal-Poly,2,top,2,Cano,advanced on wild pitch,0,1,1,0,0,2
Cal-Poly,2,top,3,Greene,grounded out,0,1,1,0,0,2
Pepperdine,2,bottom,1,Wills,struck out swinging,0,0,0,0,0,2
Pepperdine,2,bottom,2,Modlin,flied out,0,0,0,0,0,2
Pepperdine,2,bottom,3,Malinchak,struck out looking,0,0,0,0,0,2
Cal-Poly,3,top,0,Beesley,singled,1,0,0,0,0,2
Cal-Poly,3,top,1,Samuelson,struck out looking,1,0,0,0,0,2
Cal-Poly,3,top,1,Cabrera,doubled,1,1,0,1,0,3
Cal-Poly,3,top,1,Mackay,walked,1,1,0,0,0,3
Cal-Poly,3,top,1,DiCarlo,singled,1,1,0,1,0,4
Cal-Poly,3,top,2,Taylor,reached on a fielder's choice,0,0,1,0,0,4
Cal-Poly,3,top,3,Cano,singled,1,0,1,0,0,4
Pepperdine,3,bottom,1,Alexiades,grounded out,0,0,0,0,0,4
Pepperdine,3,bottom,1,Young,singled,1,0,0,0,0,4
Pepperdine,3,bottom,2,McAfee,flied out,1,0,0,0,0,4
Pepperdine,3,bottom,2,Kanfer,doubled,1,1,0,1,1,4
Pepperdine,3,bottom,2,Cook,hit by pitch,1,1,0,0,1,4
Pepperdine,3,bottom,2,Welch,walked,1,1,1,0,1,4
Pepperdine,3,bottom,2,Wills,walked,1,1,1,1,2,4
Pepperdine,3,bottom,2,Modlin,singled,1,1,0,2,4,4
Pepperdine,3,bottom,3,Malinchak,flied out,1,1,0,0,4,4
Cal-Poly,4,top,1,Gurnik,struck out swinging,0,0,0,0,4,4
Cal-Poly,4,top,2,Greene,lined out,0,0,0,0,4,4
Cal-Poly,4,top,3,Beesley,lined out,0,0,0,0,4,4
Pepperdine,4,bottom,1,Alexiades,struck out looking,0,0,0,0,4,4
Pepperdine,4,bottom,1,Young,singled,1,0,0,0,4,4
Pepperdine,4,bottom,2,McAfee,swinging,1,0,1,0,4,4
Pepperdine,4,bottom,2,McAfee,stole,1,1,1,0,4,4
Pepperdine,4,bottom,2,Kanfer,tripled,1,1,1,2,6,4
Pepperdine,4,bottom,3,Cook,fouled out,1,1,1,0,6,4
Cal-Poly,5,top,1,Welch,grounded out,0,0,0,0,6,4
Cal-Poly,5,top,2,Samuelson,lined out,0,0,0,0,6,4
Cal-Poly,5,top,3,Cabrera,struck out swinging,0,0,0,0,6,4
Pepperdine,5,bottom,1,Mackay,struck out swinging,0,0,0,0,6,4
Pepperdine,5,bottom,1,Wills,singled,1,0,0,0,6,4
Pepperdine,5,bottom,2,Modlin,grounded out,0,1,0,0,6,4
Pepperdine,5,bottom,2,Malinchak,singled,1,0,1,0,6,4
Pepperdine,5,bottom,3,Alexiades,fouled out,1,0,1,0,6,4
Cal-Poly,6,top,1,Young,grounded out,0,0,0,0,6,4
Cal-Poly,6,top,1,DiCarlo,walked,1,0,0,0,6,4
Cal-Poly,6,top,2,Taylor,grounded out,0,1,0,0,6,4
Cal-Poly,6,top,3,Cano,fouled out,0,1,0,0,6,4
Pepperdine,6,bottom,0,Gurnik,singled,1,0,0,1,7,4
Pepperdine,6,bottom,0,Greene,walked,1,1,0,0,7,4
Pepperdine,6,bottom,0,Beesley,singled,1,1,0,1,8,4
Pepperdine,6,bottom,1,Samuelson,struck out swinging,1,1,0,0,8,4
Pepperdine,6,bottom,1,Emmerson,,1,1,0,0,8,4
Pepperdine,6,bottom,2,McAfee,grounded out,1,1,0,0,8,4
Pepperdine,6,bottom,3,Kanfer,grounded out,1,1,0,0,8,4
Cal-Poly,7,top,1,Cook,flied out,0,0,0,0,8,4
Cal-Poly,7,top,2,Cabrera,grounded out,0,0,0,0,8,4
Cal-Poly,7,top,2,Emmerson,walked,1,0,0,0,8,4
Cal-Poly,7,top,2,DiCarlo,doubled,0,1,1,0,8,4
Cal-Poly,7,top,2,Taylor,tripled,0,1,1,3,8,7
Cal-Poly,7,top,3,Cano,struck out swinging,0,1,1,0,8,7
Pepperdine,7,bottom,1,Gurnik,grounded out,0,0,0,0,8,7
Pepperdine,7,bottom,1,Gurnik,,0,0,0,0,8,7
Pepperdine,7,bottom,1,Kuzma,,0,0,0,0,8,7
Pepperdine,7,bottom,2,Welch,grounded out,0,0,0,0,8,7
Pepperdine,7,bottom,3,Wills,struck out swinging,0,0,0,0,8,7
Cal-Poly,8,top,1,Modlin,struck out looking,0,0,0,0,8,7
Cal-Poly,8,top,1,Greene,doubled,0,1,0,0,8,7
Cal-Poly,8,top,1,Beesley,walked,1,1,0,0,8,7
Cal-Poly,8,top,1,Samuelson,singled,1,1,0,1,8,8
Cal-Poly,8,top,2,Cabrera,struck out looking,1,1,0,0,8,8
Cal-Poly,8,top,2,Samuelson,advanced on wild pitch,0,0,1,0,8,8
Cal-Poly,8,top,3,Emmerson,reached on a fielder's choice,0,0,1,0,8,8
Pepperdine,8,bottom,0,DiCarlo,singled,1,1,0,1,9,8
Pepperdine,8,bottom,1,Taylor,struck out swinging,1,1,0,0,9,8
Pepperdine,8,bottom,1,Malinchak,singled,1,1,0,0,9,8
Pepperdine,8,bottom,2,Alexiades,struck out swinging,1,1,0,0,9,8
Pepperdine,8,bottom,4,Young,grounded into double play 2b,1,1,0,0,9,8
Cal-Poly,9,top,0,Belk,,0,0,0,0,9,8
Cal-Poly,9,top,0,Kuzma,walked,1,0,0,0,9,8
Cal-Poly,9,top,0,Gurnik,singled,1,1,0,0,9,8
Cal-Poly,9,top,1,Greene,singled,1,1,0,1,9,9
Cal-Poly,9,top,1,Beesley,singled,1,0,1,0,9,9
Cal-Poly,9,top,2,Samuelson,choice,1,0,1,1,9,10
Cal-Poly,9,top,2,Cabrera,singled,1,1,0,0,9,10
Cal-Poly,9,top,3,Emmerson,grounded out,1,1,0,0,9,10
Pepperdine,9,bottom,0,McAfee,singled,1,0,0,0,9,10
Pepperdine,9,bottom,0,Kanfer,singled,1,1,0,0,9,10
Pepperdine,9,bottom,0,Belk,singled,1,1,0,1,10,10
Pepperdine,9,bottom,1,Welch,fouled out,1,1,0,0,10,10
Pepperdine,9,bottom,2,Wills,popped up,1,1,0,0,10,10
Pepperdine,9,bottom,3,Modlin,grounded out,1,1,0,0,10,10
Cal-Poly,1,top,0,Gurnik,hit by pitch,1,0,0,0,0,0
Cal-Poly,1,top,0,Greene,singled,1,1,0,0,0,0
Cal-Poly,1,top,2,Beesley,hit into double play 1b,0,0,1,0,0,0
Cal-Poly,1,top,3,Samuelson,struck out looking,0,0,1,0,0,0
Baylor,1,bottom,1,Loftin,flied out,0,0,0,0,0,0
Baylor,1,bottom,2,"Cunningham,R",swinging,0,0,0,0,0,0
Baylor,1,bottom,2,"Cunningham,R",stole,0,1,0,0,0,0
Baylor,1,bottom,3,Wendzel,struck out swinging,0,1,0,0,0,0
Cal-Poly,2,top,1,Downey,struck out swinging,0,0,0,0,0,0
Cal-Poly,2,top,1,Cabrera,walked,1,0,0,0,0,0
Cal-Poly,2,top,2,DiCarlo,reached on a fielder's choice,1,0,0,0,0,0
Cal-Poly,2,top,3,Wagenseller,flied out,1,0,0,0,0,0
Baylor,2,bottom,0,Emmerson,walked,1,1,0,0,0,0
Baylor,2,bottom,1,Doherty,struck out swinging,1,1,0,0,0,0
Baylor,2,bottom,2,Langeliers,flied out,1,1,0,0,0,0
Baylor,2,bottom,3,"Thomas,A.",flied out,1,1,0,0,0,0
Cal-Poly,3,top,1,Bissonette,grounded out,0,0,0,0,0,0
Cal-Poly,3,top,2,Gurnik,flied out,0,0,0,0,0,0
Cal-Poly,3,top,3,Greene,grounded out,0,0,0,0,0,0
Baylor,3,bottom,1,Beesley,grounded out,0,0,0,0,0,0
Baylor,3,bottom,2,Haring,fouled out,0,0,0,0,0,0
Baylor,3,bottom,3,Wehsener,fouled out,0,0,0,0,0,0
Cal-Poly,4,top,1,Loftin,popped up,0,0,0,0,0,0
Cal-Poly,4,top,2,Samuelson,flied out,0,0,0,0,0,0
Cal-Poly,4,top,3,Cabrera,popped up,0,0,0,0,0,0
Baylor,4,bottom,1,DiCarlo,out at first p,0,0,0,0,0,0
Baylor,4,bottom,1,"Cunningham,R",walked,1,0,0,0,0,0
Baylor,4,bottom,2,Wendzel,flied out,1,0,0,0,0,0
Baylor,4,bottom,3,Downey,flied out,1,0,0,0,0,0
Cal-Poly,5,top,0,Langeliers,doubled,0,1,0,1,0,1
Cal-Poly,5,top,0,"Thomas,A.",doubled,0,1,0,1,0,2
Cal-Poly,5,top,1,Bissonette,struck out looking,0,1,0,0,0,2
Cal-Poly,5,top,2,Wagenseller,struck out swinging,0,1,0,0,0,2
Cal-Poly,5,top,3,Emmerson,grounded out,0,1,0,0,0,2
Baylor,5,bottom,1,Doherty,struck out swinging,0,0,0,0,0,2
Baylor,5,bottom,2,Haring,struck out swinging,0,0,0,0,0,2
Baylor,5,bottom,3,Wehsener,struck out looking,0,0,0,0,0,2
Cal-Poly,6,top,0,Loftin,hit by pitch,1,0,0,0,0,2
Cal-Poly,6,top,1,"Cunningham,R",grounded out,1,0,0,0,0,2
Cal-Poly,6,top,2,Gurnik,grounded out,1,0,0,0,0,2
Cal-Poly,6,top,3,Greene,struck out looking,1,0,0,0,0,2
Baylor,6,bottom,1,Beesley,popped up,0,0,0,0,0,2
Baylor,6,bottom,1,Wendzel,walked,1,0,0,0,0,2
Baylor,6,bottom,1,Wendzel,stole,1,1,0,0,0,2
Baylor,6,bottom,2,Downey,struck out swinging,1,1,0,0,0,2
Baylor,6,bottom,2,Langeliers,walked,1,1,0,0,0,2
Baylor,6,bottom,3,"Thomas,A.",struck out swinging,1,1,1,0,0,2
Cal-Poly,7,top,1,Bissonette,popped up,0,0,0,0,0,2
Cal-Poly,7,top,2,Samuelson,lined out,0,0,0,0,0,2
Cal-Poly,7,top,3,Cabrera,fouled out,0,0,0,0,0,2
Baylor,7,bottom,1,DiCarlo,flied out,0,0,0,0,0,2
Baylor,7,bottom,2,Haring,grounded out,0,0,0,0,0,2
Baylor,7,bottom,3,Wehsener,grounded out,0,0,0,0,0,2
Cal-Poly,8,top,1,Play,reviewed and ruling of out upheld.,0,0,0,0,0,2
Cal-Poly,8,top,2,Loftin,grounded out,0,0,0,0,0,2
Cal-Poly,8,top,3,Taylor,struck out swinging,0,0,0,0,0,2
Baylor,8,bottom,0,Emmerson,doubled,0,1,0,0,0,2
Baylor,8,bottom,1,Cano,struck out looking,0,1,0,0,0,2
Baylor,8,bottom,2,Gurnik,struck out swinging,0,1,0,0,0,2
Baylor,8,bottom,2,Cano,,0,1,0,0,0,2
Baylor,8,bottom,2,Gurnik,,0,1,0,0,0,2
Baylor,8,bottom,2,Cano,,0,1,0,0,0,2
Baylor,8,bottom,3,"Cunningham,R",flied out,0,1,0,0,0,2
Cal-Poly,9,top,0,Wendzel,singled,1,0,0,0,0,2
Cal-Poly,9,top,0,Downey,walked,1,0,0,0,0,2
Cal-Poly,9,top,0,Langeliers,ss,0,1,0,1,0,3
Cal-Poly,9,top,1,"Thomas,A.",struck out looking,0,1,0,0,0,3
Cal-Poly,9,top,2,Bissonette,out at first 1b,0,1,0,0,0,3
Cal-Poly,9,top,3,Greene,struck out swinging,0,1,0,0,0,3
Baylor,9,bottom,1,Beesley,struck out swinging,0,0,0,0,0,3
Baylor,9,bottom,2,Samuelson,flied out,0,0,0,0,0,3
Cal-Poly,1,top,1,Gurnik,grounded out,0,0,0,0,0,0
Cal-Poly,1,top,2,Greene,grounded out,0,0,0,0,0,0
Cal-Poly,1,top,2,Beesley,singled,1,0,0,0,0,0
Cal-Poly,1,top,2,Samuelson,walked,1,1,0,0,0,0
Cal-Poly,1,top,2,Cabrera,walked,1,1,1,0,0,0
Cal-Poly,1,top,2,Taylor,singled,1,1,1,1,0,1
Cal-Poly,1,top,3,DiCarlo,flied out,1,1,1,0,0,1
Baylor,1,bottom,0,Loftin,walked,1,0,0,0,0,1
Baylor,1,bottom,1,"Cunningham,R",popped up,1,0,0,0,0,1
Baylor,1,bottom,1,Wendzel,hit by pitch,1,1,0,0,0,1
Baylor,1,bottom,1,Downey,walked,1,1,1,0,0,1
Baylor,1,bottom,2,Langeliers,struck out looking,1,1,1,0,0,1
Baylor,1,bottom,3,"Thomas,A.",struck out swinging,1,1,1,0,0,1
Cal-Poly,2,top,1,Emmerson,grounded out,0,0,0,0,0,1
Cal-Poly,2,top,2,Cano,grounded out,0,0,0,0,0,1
Cal-Poly,2,top,3,Gurnik,grounded out,0,0,0,0,0,1
Baylor,2,bottom,1,Bissonette,flied out,0,0,0,0,0,1
Baylor,2,bottom,2,Haring,struck out looking,0,0,0,0,0,1
Baylor,2,bottom,3,Wehsener,grounded out,0,0,0,0,0,1
Cal-Poly,3,top,0,Greene,walked,1,0,0,0,0,1
Cal-Poly,3,top,0,Greene,advanced on wild pitch,0,0,0,0,0,1
Cal-Poly,3,top,1,Beesley,flied out,0,0,0,0,0,1
Cal-Poly,3,top,1,Samuelson,singled,1,0,0,0,0,1
Cal-Poly,3,top,3,Cabrera,flied into double play lf,1,0,0,0,0,1
Baylor,3,bottom,1,Loftin,grounded out,0,0,0,0,0,1
Baylor,3,bottom,1,"Cunningham,R",singled,1,0,0,0,0,1
Baylor,3,bottom,3,Wendzel,grounded into double play 2b,1,0,0,0,0,1
Cal-Poly,4,top,0,Taylor,singled,1,0,0,0,0,1
Cal-Poly,4,top,1,DiCarlo,grounded out,0,1,0,0,0,1
Cal-Poly,4,top,2,Emmerson,reached on a fielder's choice,0,1,0,0,0,1
Cal-Poly,4,top,3,Cano,grounded out,0,1,0,0,0,1
Baylor,4,bottom,1,Downey,flied out,0,0,0,0,0,1
Baylor,4,bottom,2,Langeliers,grounded out,0,0,0,0,0,1
Baylor,4,bottom,2,"Thomas,A.",singled,1,0,0,0,0,1
Baylor,4,bottom,3,Bissonette,grounded out,1,0,0,0,0,1
Cal-Poly,5,top,1,Gurnik,grounded out,0,0,0,0,0,1
Cal-Poly,5,top,2,Greene,out at first 1b,0,0,0,0,0,1
Cal-Poly,5,top,3,Beesley,flied out,0,0,0,0,0,1
Baylor,5,bottom,0,Haring,doubled,0,1,0,0,0,1
Baylor,5,bottom,0,Haring,stole,0,1,0,1,1,1
Baylor,5,bottom,0,Wehsener,walked,1,1,0,0,1,1
Baylor,5,bottom,1,Loftin,out at first p,0,1,0,0,1,1
Baylor,5,bottom,2,"Cunningham,R",fouled out,0,1,0,0,1,1
Baylor,5,bottom,3,Wendzel,flied out,0,1,0,0,1,1
Cal-Poly,6,top,0,Samuelson,singled,1,0,0,0,1,1
Cal-Poly,6,top,0,Cabrera,singled,1,1,0,0,1,1
Cal-Poly,6,top,0,Taylor,hit by pitch,1,1,1,0,1,1
Cal-Poly,6,top,0,DiCarlo,singled,1,1,0,2,1,3
Cal-Poly,6,top,1,Taylor,out at second c,1,1,0,0,1,3
Cal-Poly,6,top,2,Emmerson,struck out looking,1,1,0,0,1,3
Cal-Poly,6,top,3,Cano,flied out,1,1,0,0,1,3
Baylor,6,bottom,1,Downey,grounded out,0,0,0,0,1,3
Baylor,6,bottom,2,Langeliers,lined out,0,0,0,0,1,3
Baylor,6,bottom,2,"Thomas,A.",walked,1,0,0,0,1,3
Baylor,6,bottom,3,Bissonette,popped up,1,0,0,0,1,3
Cal-Poly,7,top,1,Gurnik,fouled out,0,0,0,0,1,3
Cal-Poly,7,top,2,Greene,grounded out,0,0,0,0,1,3
Cal-Poly,7,top,3,Beesley,grounded out,0,0,0,0,1,3
Baylor,7,bottom,0,Gurnik,,0,0,0,0,1,3
Baylor,7,bottom,0,Doherty,,0,0,0,0,1,3
Baylor,7,bottom,1,Haring,popped up,0,0,0,0,1,3
Baylor,7,bottom,2,Wehsener,struck out swinging,0,0,0,0,1,3
Baylor,7,bottom,3,Loftin,struck out looking,0,0,0,0,1,3
Cal-Poly,8,top,0,Samuelson,singled,1,0,0,0,1,3
Cal-Poly,8,top,1,Cabrera,grounded out,0,1,0,0,1,3
Cal-Poly,8,top,2,Taylor,struck out swinging,0,1,0,0,1,3
Cal-Poly,8,top,3,DiCarlo,grounded out,0,1,0,0,1,3
Baylor,8,bottom,1,"Cunningham,R",struck out looking,0,0,0,0,1,3
Baylor,8,bottom,1,Wendzel,singled,1,0,0,0,1,3
Baylor,8,bottom,1,Downey,singled,1,0,1,0,1,3
Baylor,8,bottom,3,Langeliers,grounded into double play ss,1,0,1,0,1,3
Cal-Poly,9,top,1,Emmerson,grounded out,0,0,0,0,1,3
Cal-Poly,9,top,2,Doherty,out at first 1b,0,0,0,0,1,3
Cal-Poly,9,top,3,Gurnik,grounded out,0,0,0,0,1,3
Baylor,9,bottom,1,"Thomas,A.",grounded out,0,0,0,0,1,3
Baylor,9,bottom,2,Bissonette,grounded out,0,0,0,0,1,3
Baylor,9,bottom,2,Haring,singled,1,0,0,0,1,3
Baylor,9,bottom,3,"Martinez,R.",reached on a fielder's choice,1,0,0,0,1,3
Cal-Poly,1,top,1,Cabrera,struck out looking,0,0,0,0,0,0
Cal-Poly,1,top,2,Greene,struck out swinging,0,0,0,0,0,0
Cal-Poly,1,top,3,Beesley,flied out,0,0,0,0,0,0
Baylor,1,bottom,1,Loftin,popped up,0,0,0,0,0,0
Baylor,1,bottom,2,"Cunningham,R",struck out looking,0,0,0,0,0,0
Baylor,1,bottom,2,Wendzel,singled,1,0,0,0,0,0
Baylor,1,bottom,2,"Thomas,A.",doubled,0,1,1,0,0,0
Baylor,1,bottom,3,Langeliers,flied out,0,1,1,0,0,0
Cal-Poly,2,top,0,Samuelson,singled,1,0,0,0,0,0
Cal-Poly,2,top,0,DiCarlo,walked,1,1,0,0,0,0
Cal-Poly,2,top,1,Taylor,out at first 3b,0,1,1,0,0,0
Cal-Poly,2,top,2,Gurnik,struck out swinging,0,1,1,0,0,0
Cal-Poly,2,top,2,Emmerson,singled,1,0,1,1,0,1
Cal-Poly,2,top,3,Cano,reached on a fielder's choice,1,0,1,0,0,1
Baylor,2,bottom,1,Downey,popped up,0,0,0,0,0,1
Baylor,2,bottom,2,Haring,flied out,0,0,0,0,0,1
Baylor,2,bottom,2,Bissonette,doubled,0,1,0,0,0,1
Baylor,2,bottom,3,Wehsener,grounded out,0,1,0,0,0,1
Cal-Poly,3,top,0,Cabrera,singled,1,0,0,0,0,1
Cal-Poly,3,top,0,Greene,walked,1,1,0,0,0,1
Cal-Poly,3,top,1,Beesley,grounded out,0,1,1,0,0,1
Cal-Poly,3,top,2,Samuelson,fouled out,0,1,1,0,0,1
Cal-Poly,3,top,3,DiCarlo,flied out,0,1,1,0,0,1
Baylor,3,bottom,0,Loftin,hit by pitch,1,0,0,0,0,1
Baylor,3,bottom,0,Loftin,advanced on wild pitch,0,0,0,0,0,1
Baylor,3,bottom,1,"Cunningham,R",flied out,0,0,0,0,0,1
Baylor,3,bottom,1,Wendzel,singled,1,0,0,1,1,1
Baylor,3,bottom,1,"Thomas,A.",doubled,0,1,1,0,1,1
Baylor,3,bottom,2,Langeliers,flied out,0,1,1,0,1,1
Baylor,3,bottom,2,Downey,singled,1,1,1,2,3,1
Baylor,3,bottom,2,Haring,homered,1,1,1,2,5,1
Baylor,3,bottom,3,Bissonette,flied out,1,1,1,0,5,1
Cal-Poly,4,top,1,Taylor,grounded out,0,0,0,0,5,1
Cal-Poly,4,top,2,Gurnik,fouled out,0,0,0,0,5,1
Cal-Poly,4,top,3,Emmerson,grounded out,0,0,0,0,5,1
Baylor,4,bottom,1,Wehsener,grounded out,0,0,0,0,5,1
Baylor,4,bottom,1,Loftin,singled,1,0,0,0,5,1
Baylor,4,bottom,1,"Cunningham,R",singled,1,1,0,0,5,1
Baylor,4,bottom,1,Wendzel,homered,1,1,0,3,8,1
Baylor,4,bottom,1,"Thomas,A.",doubled,1,1,0,0,8,1
